"gene","inIntersect","AUC_train","AUC_test"
"DUSP1",TRUE,0.93273174733388,0.917153996101364
"FN1",FALSE,0.84208367514356,0.949805068226121
"ALDH2",FALSE,0.850697292863002,0.695906432748538
