"id.exposure","id.outcome","outcome","exposure","egger_intercept","se","pval"
"Z1kcsD","IBmiqt","FinnGen_R12_DKD","ALDH2",-0.031390706477936,0.012261963568066,0.0250012170451318
"wW1aje","IBmiqt","FinnGen_R12_DKD","FN1",0.0664119014871107,0.0434930332899596,0.369119068137966
