id	logFC	AveExpr	t	P.Value	adj.P.Val	B
CXCL6	4.21876762025167	5.79341905628424	10.2320550869824	5.02161346381002e-10	4.96349112484839e-06	12.7841563062242
MMP7	3.72240786618452	9.62430191555311	10.0096238906093	7.61213269664657e-10	4.96349112484839e-06	12.4092376813558
LYZ	4.29645511226489	8.36840704850369	9.53489727440633	1.88738637889011e-09	8.1712174899243e-06	11.5855061246967
CASP1	1.74434718966907	5.83662330932573	9.31782112183408	2.88571176531086e-09	8.1712174899243e-06	11.1979524814695
PDLIM1	1.73038524710238	10.0851860889356	9.27615088886902	3.13289528790902e-09	8.1712174899243e-06	11.1227646749762
QPCT	2.29332530443404	5.94557486787034	9.1090527531107	4.36559467036785e-09	9.25749112830753e-06	10.8186785744859
PLK2	2.65010191262627	6.59561131472764	9.04432484877554	4.96913104042272e-09	9.25749112830753e-06	10.6997710613268
IGHG3	4.82901026816506	9.36024610900708	8.67758908014312	1.04561224372314e-08	1.70447865879919e-05	10.0142081085776
POGLUT2	1.40592843392093	5.58758071770021	8.51945753950411	1.44892014007301e-08	2.09948528296579e-05	9.71234294903362
JCHAIN	3.86918898919037	6.5616833219867	7.90412155928338	5.32174179937464e-08	6.94008348056447e-05	8.50153263082326
MID1	1.55962080424501	7.78289776304742	7.77436941052644	7.04684427606906e-08	8.35435420038332e-05	8.23886465592005
LTF	4.5227519511589	8.2518956105471	7.57961424994593	1.07859107479527e-07	0.000117215885053376	7.83982311438611
VCAN	2.55885024257405	6.06249771790507	7.46848282846017	1.37824263263848e-07	0.000135470428547047	7.60956260923039
MARCKSL1	1.64367418060451	8.20179341917282	7.36533552964648	1.73293279629619e-07	0.000135470428547047	7.39419218724873
NNMT	3.27647724060727	8.03464372529287	7.35669357092027	1.76661595918708e-07	0.000135470428547047	7.37607595105685
PER1	-1.23575145071391	7.66945254764083	-7.34370382648569	1.81851453491848e-07	0.000135470428547047	7.34882454074337
COL4A1	1.90084402567926	8.3763569086043	7.32550586934034	1.89386678787793e-07	0.000135470428547047	7.31060463290164
CLU	1.96061251592641	8.95205488291069	7.32458861121982	1.8977486626076e-07	0.000135470428547047	7.30867687971186
HDAC9	1.29116857235405	6.4234287558156	7.30701303420648	1.9737275840763e-07	0.000135470428547047	7.27171514463977
NMI	1.4764641023077	7.65459955175652	7.2610663267886	2.18745658690418e-07	0.000142320496259052	7.17487266156702
C3	3.58377611070176	8.87967010808124	7.24028396870871	2.29179543090261e-07	0.000142320496259052	7.13096710570824
TNFAIP8	2.19403216921832	8.0590068320508	7.21594892145846	2.42048769681542e-07	0.000143479909337136	7.07947521449887
TRIM22	2.38864319541135	7.54128932483195	7.18618426462297	2.58803198962685e-07	0.000146741413811842	7.01637626025578
IGLC2	3.43926802953744	8.55503344592707	7.15849027193594	2.75460574357272e-07	0.000149678389591382	6.95755039506492
PTPRE	1.5801390094219	6.90775389526462	7.11576302954377	3.03347020774755e-07	0.000152804469069228	6.8665720857006
PXDN	2.03801883374698	8.25045651179575	7.11386910083435	3.04648124821711e-07	0.000152804469069228	6.8625332214967
LAPTM5	1.97581959615739	7.41844435576142	7.08304820714807	3.26644823630633e-07	0.000157769449813596	6.79673338496141
SPARC	1.70244506827326	9.20851165205045	7.02393881005262	3.73501379462724e-07	0.000168120086808836	6.67015501588517
FCER1A	1.70914551164434	6.41016187327913	7.02351866670335	3.73858026029925e-07	0.000168120086808836	6.66925350405171
CCL2	1.81447243551759	7.16377039976005	6.99678782076181	3.97281857062238e-07	0.000172698423264955	6.61184423331547
COL3A1	3.02233276189486	7.64234083314516	6.97581776281772	4.16707158775385e-07	0.000175299292180316	6.56673541559869
CGA	-1.24834312175624	6.40487287293516	-6.96001400586354	4.31988020218706e-07	0.000176048617864754	6.5326982081956
TPM1	1.188401008564	9.08955017523822	6.89138302029458	5.05307741620403e-07	0.000198482099337114	6.38447130769961
SOD2	1.25652085984403	7.44090734368036	6.88098958101447	5.17474992520656e-07	0.000198482099337114	6.3619655370825
