id	logFC	AveExpr	t	P.Value	adj.P.Val	B
MTF2	-0.00702206570902675	9.98228879953302	-0.114228501835681	0.909815964555255	0.931110567263266	-6.69395411768505
SAYSD1	0.00708624651210776	9.77282541720565	0.114076731174771	0.909935252016823	0.931177189772337	-6.69397174558892
TMEM97	-0.00925790954674888	8.4375788324691	-0.113812629558587	0.9101428335268	0.931334154190706	-6.69400236471463
SURF6	-0.0089951012681464	10.3370592058951	-0.113536282352294	0.910360046860379	0.93150095541555	-6.69403432764114
MED11	0.0161519057838184	9.34813266375683	0.113378716036536	0.910483899662075	0.931504297968555	-6.69405251735565
TNFRSF14	0.012197437161845	11.8839283791437	0.113344497908804	0.910510796645569	0.931504297968555	-6.69405646421683
LOC283922	0.0116610181020658	10.8261251408434	0.113325237155142	0.910525936509417	0.931504297968555	-6.69405868530869
VPS37D	0.0121690262662622	9.51027441546354	0.113219949691606	0.910608698041321	0.931533507985597	-6.694070820075
LOC101928111	-0.0315670091470031	5.75828287406008	-0.112981370858631	0.910796237429768	0.931669893683739	-6.6940982754595
NIPSNAP3A	-0.011926836770165	9.06664457820974	-0.112745398312207	0.910981733233429	0.931804172850193	-6.69412537399462
LOC101060091	0.0180915568262439	6.13234692273112	0.112491640404266	0.911181215630384	0.931952741467325	-6.69415445178977
ATP8A2	-0.0301412416271489	7.20275270295711	-0.112361655116878	0.911283401036786	0.932001783324374	-6.694169321283
CNOT6	-0.00596513479568372	11.0431714785565	-0.111580327546137	0.911897658933143	0.932536569485546	-6.69425833826701
ERI3	0.0117324064121505	11.8416639771158	0.111523152597845	0.911942610455829	0.932536569485546	-6.6942648278637
ARVCF	-0.0172895235822974	11.1847175460452	-0.111489457420681	0.911969102083601	0.932536569485546	-6.69426865085136
LOC100288069	-0.0143056214491804	9.72797283802103	-0.111228935827337	0.912173931334861	0.932690517437715	-6.69429817014911
B4GALNT2	-0.029495397893319	8.26184529619802	-0.111103337262367	0.91227268257658	0.932735989611231	-6.69431237687582
ARHGAP27	0.021056456370899	6.57727741177704	0.110553159741133	0.912705273644273	0.933122764296953	-6.69437441965542
DAZAP1	0.00699914683699276	11.8144422307659	0.110379606524066	0.912841739919749	0.933206761781246	-6.69439392716871
PWRN3	0.0746070400268497	8.28956981425307	0.110202688324331	0.912980854886998	0.933293456893407	-6.69441378138926
TFEB	-0.00728520727031601	10.8056957743712	-0.109590332538302	0.913462386333715	0.933730155657519	-6.69448225585861
CCDC87	-0.0129048860896148	6.51061363959791	-0.109394900638753	0.913616072989802	0.933775575735678	-6.69450402907227
C1orf35	0.00972462888012338	9.06849998242548	0.109332494326962	0.913665149712503	0.933775575735678	-6.69451097362631
LINC01590	-0.0154194494789204	7.47123851685594	-0.109326530157226	0.913669839991835	0.933775575735678	-6.69451163710988
CHMP4C	0.0120045971098417	9.03942519450078	0.109250818607154	0.913729380543395	0.933780890589218	-6.69452005649153
RGS12	0.00543180756096717	11.513123825197	0.108796835868361	0.914086409154367	0.934090203074966	-6.69457041867039
RIC8B	-0.00657242317688578	10.3346593321533	-0.108573003543735	0.91426244578027	0.934214536973786	-6.69459517218796
