id	logFC	AveExpr	t	P.Value	adj.P.Val	B
MFSD7	-0.06489247550304	8.95001121611307	-0.545675895833104	0.593247136099107	0.730864530797891	-6.34349662691575
ST6GALNAC2	-0.0992081405683294	10.2928093098067	-0.545635066004076	0.593274519326105	0.730864530797891	-6.3435193915469
LSM6	-0.0421136364468397	7.79998187587325	-0.545218379088836	0.593554014036793	0.731126711142813	-6.34375162137325
FN3KRP	0.0627783796298544	10.6070833654063	0.545190917434609	0.593572436403246	0.731126711142813	-6.34376692044018
SNX27	-0.038127360499109	13.1052199171657	-0.54496992175204	0.593720699566924	0.731256916668436	-6.34389001163058
GLIS2-AS1	-0.103135100290162	8.38597362877417	-0.54449900714662	0.594036692401828	0.731581027410705	-6.34415214389138
HSPB7	-0.0726335812039594	10.5539954643531	-0.54444389566273	0.594073678815894	0.731581027410705	-6.34418280719411
EXOG	0.0563313960022285	9.35673554867175	0.544387436206314	0.59411157108452	0.731581027410705	-6.34421421739899
RRN3P3	-0.0594538310678754	9.65239104594291	-0.544217592108558	0.594225567801766	0.731668970844479	-6.34430868824633
ZNF738	-0.128199728379996	8.02071649893785	-0.54356657179079	0.594662624555875	0.732154656471173	-6.34467053705979
MAP3K13	0.0475201995024364	12.4074040448082	0.54335262637822	0.594806290244178	0.732279072328124	-6.3447893609224
JOSD1	-0.062958945155426	11.0410966912499	-0.543218131306268	0.594896613470785	0.732314450124708	-6.34486403558452
CDHR5	0.0588650925037371	14.3417223909032	0.543111695602606	0.594968097681633	0.732314450124708	-6.34492311846925
DST	-0.0496337578024413	14.3566922174496	-0.543065641388001	0.594999029893682	0.732314450124708	-6.3449486798998
ZDHHC5	0.0330483449564944	12.5607328407897	0.543056022164237	0.595005490726325	0.732314450124708	-6.34495401858622
USP44	-0.0504550446969869	7.03429868180025	-0.542726827626319	0.595226618278594	0.732534140836451	-6.34513666737908
COPS8	0.0325982426285005	10.5937689189932	0.542524278620406	0.595362695644135	0.73264913792243	-6.3452489958575
TMEM200B	0.0802531278909271	9.42086048519017	0.542176623100575	0.595596295561947	0.732808366141723	-6.34544170275146
CARM1	0.0431620713166172	11.3205293951115	0.542100391944942	0.595647523663086	0.732808366141723	-6.34548394212795
MS4A4A	0.09512448295603	7.53053333288441	0.542078897931608	0.595661968255765	0.732808366141723	-6.34549585084265
IRF3	0.0334005585773074	11.0802884837463	0.542077859176999	0.595662666333077	0.732808366141723	-6.34549642635105
