"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Mono-Mac","EC","SPP1","ITGA8_ITGB1",0.00222963887271612,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","EC","SPP1","ITGA8_ITGB1",0.00186061886802244,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","EC","SPP1","ITGA8_ITGB1",0.00923601938972097,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","EC","SPP1","ITGA8_ITGB1",0.00159373452740908,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","EC","SPP1","ITGA8_ITGB1",0.00174155747054361,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","Plasma","SPP1","ITGA8_ITGB1",0.0024129351415012,0.04,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Plasma","SPP1","ITGA8_ITGB1",0.0175351056363579,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","Plasma","SPP1","ITGA8_ITGB1",0.00148311595085058,0.04,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","Plasma","SPP1","ITGA8_ITGB1",0.00374663812395737,0.03,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","Plasma","SPP1","ITGA8_ITGB1",0.000311883658120305,0.04,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","Plasma","SPP1","ITGA8_ITGB1",0.00138136052850783,0.04,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","Plasma","SPP1","ITGA8_ITGB1",0.00227208041759609,0.04,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","Plasma","SPP1","ITGA8_ITGB1",0.00189604940434091,0.04,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Plasma","SPP1","ITGA8_ITGB1",0.00941057067714722,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","Plasma","SPP1","ITGA8_ITGB1",0.00162409123066782,0.04,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","Plasma","SPP1","ITGA8_ITGB1",0.00177472483047014,0.04,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","EC","SPP1","ITGA5_ITGB1",0.0115025156777925,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","EC","SPP1","ITGA5_ITGB1",0.0790748044821326,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","EC","SPP1","ITGA5_ITGB1",0.0070949581035457,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","EC","SPP1","ITGA5_ITGB1",0.017770809484457,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","EC","SPP1","ITGA5_ITGB1",0.00661072766182283,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","EC","SPP1","ITGA5_ITGB1",0.0108368220220956,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","EC","SPP1","ITGA5_ITGB1",0.00905618596469555,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","EC","SPP1","ITGA5_ITGB1",0.0437055252886099,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","EC","SPP1","ITGA5_ITGB1",0.00776521000132907,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","EC","SPP1","ITGA5_ITGB1",0.00848059082882192,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Mono-Mac","SPP1","ITGA5_ITGB1",0.0274909383192489,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","Mono-Mac","SPP1","ITGA5_ITGB1",0.00592103181601856,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Mono-Mac","SPP1","ITGA5_ITGB1",0.0148231677344084,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","EC","NAMPT","ITGA5_ITGB1",0.0330904157285625,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"dPCT","EC","NAMPT","ITGA5_ITGB1",0.0122768393383733,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"EC","EC","NAMPT","ITGA5_ITGB1",0.0265248599497297,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Mast","EC","NAMPT","ITGA5_ITGB1",0.0294079881604882,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"MES","EC","NAMPT","ITGA5_ITGB1",0.0222148503811835,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Mono-Mac","EC","NAMPT","ITGA5_ITGB1",0.0719973742491978,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Neut","EC","NAMPT","ITGA5_ITGB1",0.134101732625592,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Plasma","EC","NAMPT","ITGA5_ITGB1",0.013534231058704,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"T","EC","NAMPT","ITGA5_ITGB1",0.0149400555775646,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"B","Mono-Mac","NAMPT","ITGA5_ITGB1",0.011141220433068,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"dPCT","Mono-Mac","NAMPT","ITGA5_ITGB1",0.00407530363426519,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"EC","Mono-Mac","NAMPT","ITGA5_ITGB1",0.00889061812038474,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Mast","Mono-Mac","NAMPT","ITGA5_ITGB1",0.00987643329144492,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"MES","Mono-Mac","NAMPT","ITGA5_ITGB1",0.00742413399718416,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Mono-Mac","Mono-Mac","NAMPT","ITGA5_ITGB1",0.0249055575761201,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Neut","Mono-Mac","NAMPT","ITGA5_ITGB1",0.0485124027262282,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Plasma","Mono-Mac","NAMPT","ITGA5_ITGB1",0.00449651953651692,0.01,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"T","Mono-Mac","NAMPT","ITGA5_ITGB1",0.00496830902972633,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"EC","EC","ANGPTL2","ITGA5_ITGB1",0.000611570610665429,0,"ANGPTL2_ITGA5_ITGB1","ANGPTL2 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
"EC","Mono-Mac","ANGPTL2","ITGA5_ITGB1",0.000201422016547404,0,"ANGPTL2_ITGA5_ITGB1","ANGPTL2 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
"EC","EC","ANGPTL2","TLR4",0.000387528390490754,0,"ANGPTL2_TLR4","ANGPTL2 - TLR4","ANGPTL","Secreted Signaling","PMID: 24478758"
"EC","Mono-Mac","ANGPTL2","TLR4",0.000470168852380141,0,"ANGPTL2_TLR4","ANGPTL2 - TLR4","ANGPTL","Secreted Signaling","PMID: 24478758"
"EC","Neut","ANGPTL2","TLR4",0.000550377474125279,0,"ANGPTL2_TLR4","ANGPTL2 - TLR4","ANGPTL","Secreted Signaling","PMID: 24478758"
"EC","Mono-Mac","ANGPTL2","LILRB3",0.000126210608678258,0,"ANGPTL2_PIRB","ANGPTL2 - PIRB","ANGPTL","Secreted Signaling","PMID: 24478758"
"EC","Neut","ANGPTL2","LILRB3",0.000534634387012405,0,"ANGPTL2_PIRB","ANGPTL2 - PIRB","ANGPTL","Secreted Signaling","PMID: 24478758"
"MES","EC","ANGPTL4","ITGA5_ITGB1",0.000437431144782382,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845"
"MES","Mono-Mac","ANGPTL4","ITGA5_ITGB1",0.000144051997947869,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845"
"MES","EC","ANGPTL4","CDH5",0.000474793472932909,0,"ANGPTL4_CDH5","ANGPTL4 - CDH5","ANGPTL","Secreted Signaling","PMID: 30049845"
"MES","MES","ANGPTL4","CDH11",1.1930278817553e-05,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845"
"MES","dPCT","ANGPTL4","SDC1",0.000171446855094838,0,"ANGPTL4_SDC1","ANGPTL4 - SDC1","ANGPTL","Secreted Signaling","PMID: 29017031"
"MES","PCT","ANGPTL4","SDC1",8.62039485340649e-05,0,"ANGPTL4_SDC1","ANGPTL4 - SDC1","ANGPTL","Secreted Signaling","PMID: 29017031"
"MES","Plasma","ANGPTL4","SDC1",0.000146688586263274,0,"ANGPTL4_SDC1","ANGPTL4 - SDC1","ANGPTL","Secreted Signaling","PMID: 29017031"
"MES","dPCT","ANGPTL4","SDC2",0.000101876575857224,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031"
"MES","MES","ANGPTL4","SDC2",0.000181785812497416,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031"
"MES","PCT","ANGPTL4","SDC2",1.57078405128125e-06,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031"
"MES","dPCT","ANGPTL4","SDC4",0.000240446226756242,0,"ANGPTL4_SDC4","ANGPTL4 - SDC4","ANGPTL","Secreted Signaling","PMID: 29017031"
"MES","PCT","ANGPTL4","SDC4",7.29623581424113e-05,0,"ANGPTL4_SDC4","ANGPTL4 - SDC4","ANGPTL","Secreted Signaling","PMID: 29017031"
"MES","EC","ANGPT1","TEK",0.0100390865812342,0,"ANGPT1_TEK","ANGPT1 - TEK","ANGPT","Secreted Signaling","PMID: 20651738"
"EC","EC","ANGPT2","TEK",0.000547584997053987,0,"ANGPT2_TEK","ANGPT2 - TEK","ANGPT","Secreted Signaling","PMID: 20651738"
"MES","EC","ANGPT2","TEK",0.0226084164535169,0,"ANGPT2_TEK","ANGPT2 - TEK","ANGPT","Secreted Signaling","PMID: 20651738"
"EC","EC","ANGPT2","ITGA5_ITGB1",0.000385115622783434,0,"ANGPT2_ITGA5_ITGB1","ANGPT2 - (ITGA5+ITGB1)","ANGPT","Secreted Signaling","PMID: 20651738; PMID: 25635707"
"MES","EC","ANGPT2","ITGA5_ITGB1",0.016005281631375,0,"ANGPT2_ITGA5_ITGB1","ANGPT2 - (ITGA5+ITGB1)","ANGPT","Secreted Signaling","PMID: 20651738; PMID: 25635707"
"EC","Mono-Mac","ANGPT2","ITGA5_ITGB1",0.000163035902965301,0,"ANGPT2_ITGA5_ITGB1","ANGPT2 - (ITGA5+ITGB1)","ANGPT","Secreted Signaling","PMID: 20651738; PMID: 25635707"
"MES","Mono-Mac","ANGPT2","ITGA5_ITGB1",0.00683733064115211,0,"ANGPT2_ITGA5_ITGB1","ANGPT2 - (ITGA5+ITGB1)","ANGPT","Secreted Signaling","PMID: 20651738; PMID: 25635707"
"dPCT","dPCT","MDK","SDC1",0.000286227828878339,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"EC","dPCT","MDK","SDC1",0.00112872077649735,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"MES","dPCT","MDK","SDC1",1.12199638225711e-05,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"Plasma","dPCT","MDK","SDC1",0.000784408951652324,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"dPCT","PCT","MDK","SDC1",0.000143924351667432,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"EC","PCT","MDK","SDC1",0.000567794189541546,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"MES","PCT","MDK","SDC1",5.64097909241012e-06,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"Plasma","PCT","MDK","SDC1",0.000394523227028796,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"dPCT","Plasma","MDK","SDC1",0.000244898348297328,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"EC","Plasma","MDK","SDC1",0.000965858196076171,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"MES","Plasma","MDK","SDC1",9.59949100850262e-06,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"Plasma","Plasma","MDK","SDC1",0.000671193576613317,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"dPCT","dPCT","MDK","SDC2",0.000170089265033786,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"EC","dPCT","MDK","SDC2",0.000670965356776331,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"MES","dPCT","MDK","SDC2",6.66665579080482e-06,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"Plasma","dPCT","MDK","SDC2",0.000466224843245569,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"dPCT","MES","MDK","SDC2",0.000303486454676414,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"EC","MES","MDK","SDC2",0.00119671823153016,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"MES","MES","MDK","SDC2",1.18966892086438e-05,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"Plasma","MES","MDK","SDC2",0.000831681321512888,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"dPCT","PCT","MDK","SDC2",2.62269760464086e-06,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"EC","PCT","MDK","SDC2",1.03510802400012e-05,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"MES","PCT","MDK","SDC2",1.02780200861757e-07,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"dPCT","dPCT","MDK","SDC4",0.000401402649401059,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"EC","dPCT","MDK","SDC4",0.00158236857828392,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"MES","dPCT","MDK","SDC4",1.5736491459485e-05,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"Plasma","dPCT","MDK","SDC4",0.0010998256489013,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"dPCT","PCT","MDK","SDC4",0.00012181754298655,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"EC","PCT","MDK","SDC4",0.000480612185997815,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"MES","PCT","MDK","SDC4",4.77442217099447e-06,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"Plasma","PCT","MDK","SDC4",0.000333937237652822,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"dPCT","B","MDK","ITGA4_ITGB1",0.000240504580718728,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"EC","B","MDK","ITGA4_ITGB1",0.00094854182380784,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MES","B","MDK","ITGA4_ITGB1",9.42722491782777e-06,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"Plasma","B","MDK","ITGA4_ITGB1",0.000659156608353476,0.02,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"dPCT","Mast","MDK","ITGA4_ITGB1",4.53369137284196e-05,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"EC","Mast","MDK","ITGA4_ITGB1",0.000178910054491397,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MES","Mast","MDK","ITGA4_ITGB1",1.77676920761753e-06,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"dPCT","MES","MDK","ITGA4_ITGB1",0.000658277828964111,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"EC","MES","MDK","ITGA4_ITGB1",0.00259303522952337,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MES","MES","MDK","ITGA4_ITGB1",2.58133366910087e-05,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"Plasma","MES","MDK","ITGA4_ITGB1",0.0018028462627065,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"dPCT","Mono-Mac","MDK","ITGA4_ITGB1",0.000524168074522201,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"EC","Mono-Mac","MDK","ITGA4_ITGB1",0.00206557555366068,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MES","Mono-Mac","MDK","ITGA4_ITGB1",2.05517823199416e-05,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"Plasma","Mono-Mac","MDK","ITGA4_ITGB1",0.00143589068904775,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"dPCT","Plasma","MDK","ITGA4_ITGB1",0.000420350897974773,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"EC","Plasma","MDK","ITGA4_ITGB1",0.00165697202162925,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MES","Plasma","MDK","ITGA4_ITGB1",1.64796341090169e-05,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"Plasma","Plasma","MDK","ITGA4_ITGB1",0.00115170503273953,0.01,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"dPCT","T","MDK","ITGA4_ITGB1",0.000496129170932645,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"EC","T","MDK","ITGA4_ITGB1",0.00195524467346189,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MES","T","MDK","ITGA4_ITGB1",1.94518979651993e-05,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"Plasma","T","MDK","ITGA4_ITGB1",0.00135914805729982,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"dPCT","dPCT","MDK","ITGA6_ITGB1",0.000296598007772308,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"EC","dPCT","MDK","ITGA6_ITGB1",0.00116957919026981,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MES","dPCT","MDK","ITGA6_ITGB1",1.16265846588693e-05,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"Plasma","dPCT","MDK","ITGA6_ITGB1",0.000812813809430529,0.04,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"dPCT","EC","MDK","ITGA6_ITGB1",0.00106780879669363,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"EC","EC","MDK","ITGA6_ITGB1",0.00420116666329734,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MES","EC","MDK","ITGA6_ITGB1",4.18889467932785e-05,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"Plasma","EC","MDK","ITGA6_ITGB1",0.00292235936829196,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"dPCT","MES","MDK","ITGA6_ITGB1",0.000313579049760762,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"EC","MES","MDK","ITGA6_ITGB1",0.00123647895916804,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MES","MES","MDK","ITGA6_ITGB1",1.22924388427553e-05,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"Plasma","MES","MDK","ITGA6_ITGB1",0.00085932420429373,0.03,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"dPCT","PCT","MDK","ITGA6_ITGB1",4.7512786630033e-05,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"EC","PCT","MDK","ITGA6_ITGB1",0.000187495355333589,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MES","PCT","MDK","ITGA6_ITGB1",1.86204630631193e-06,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"dPCT","Plasma","MDK","ITGA6_ITGB1",0.000369453974272077,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"EC","Plasma","MDK","ITGA6_ITGB1",0.00145656073625838,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MES","Plasma","MDK","ITGA6_ITGB1",1.44835386327569e-05,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"Plasma","Plasma","MDK","ITGA6_ITGB1",0.00101234397879407,0.04,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"dPCT","MES","MDK","LRP1",0.00032671775074395,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"EC","MES","MDK","LRP1",0.00128823656750062,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"MES","MES","MDK","LRP1",1.28076435210671e-05,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"Plasma","MES","MDK","LRP1",0.000895308693873068,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"dPCT","Mono-Mac","MDK","LRP1",0.000436651964103989,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"EC","Mono-Mac","MDK","LRP1",0.00172114626451616,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"MES","Mono-Mac","MDK","LRP1",1.71189769947392e-05,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
