"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"B","Plasma","CD70","CD27",0.00108727255939581,0,"CD70_CD27","CD70 - CD27","CD70","Secreted Signaling","KEGG: hsa04060"
"dPCT","Plasma","TNFSF13","TNFRSF17",0.00152965775810624,0,"TNFSF13_TNFRSF17","TNFSF13 - TNFRSF17","APRIL","Secreted Signaling","KEGG: hsa04060"
"Mono-Mac","Plasma","TNFSF13","TNFRSF17",0.0045336903306931,0,"TNFSF13_TNFRSF17","TNFSF13 - TNFRSF17","APRIL","Secreted Signaling","KEGG: hsa04060"
"dPCT","B","TNFSF13","TNFRSF13B",0.000462588912483502,0,"TNFSF13_TNFRSF13B","TNFSF13 - TNFRSF13B","APRIL","Secreted Signaling","KEGG: hsa04060"
"Mono-Mac","B","TNFSF13","TNFRSF13B",0.00137393202361171,0,"TNFSF13_TNFRSF13B","TNFSF13 - TNFRSF13B","APRIL","Secreted Signaling","KEGG: hsa04060"
"dPCT","Plasma","TNFSF13","TNFRSF13B",0.000582828546822176,0,"TNFSF13_TNFRSF13B","TNFSF13 - TNFRSF13B","APRIL","Secreted Signaling","KEGG: hsa04060"
"Mono-Mac","Plasma","TNFSF13","TNFRSF13B",0.0017306447519329,0,"TNFSF13_TNFRSF13B","TNFSF13 - TNFRSF13B","APRIL","Secreted Signaling","KEGG: hsa04060"
"Mono-Mac","Plasma","TNFSF13B","TNFRSF17",0.00584874622598249,0,"TNFSF13B_TNFRSF17","TNFSF13B - TNFRSF17","BAFF","Secreted Signaling","KEGG: hsa04060"
"Neut","Plasma","TNFSF13B","TNFRSF17",0.0118522524361774,0,"TNFSF13B_TNFRSF17","TNFSF13B - TNFRSF17","BAFF","Secreted Signaling","KEGG: hsa04060"
"Mono-Mac","B","TNFSF13B","TNFRSF13B",0.00177409230396062,0,"TNFSF13B_TNFRSF13B","TNFSF13B - TNFRSF13B","BAFF","Secreted Signaling","KEGG: hsa04060"
"Neut","B","TNFSF13B","TNFRSF13B",0.00361031662484538,0,"TNFSF13B_TNFRSF13B","TNFSF13B - TNFRSF13B","BAFF","Secreted Signaling","KEGG: hsa04060"
"Mono-Mac","Plasma","TNFSF13B","TNFRSF13B",0.00223446581854077,0,"TNFSF13B_TNFRSF13B","TNFSF13B - TNFRSF13B","BAFF","Secreted Signaling","KEGG: hsa04060"
"Neut","Plasma","TNFSF13B","TNFRSF13B",0.0045450172575185,0,"TNFSF13B_TNFRSF13B","TNFSF13B - TNFRSF13B","BAFF","Secreted Signaling","KEGG: hsa04060"
"Mono-Mac","B","TNFSF13B","TNFRSF13C",0.00944925856594289,0,"TNFSF13B_TNFRSF13C","TNFSF13B - TNFRSF13C","BAFF","Secreted Signaling","KEGG: hsa04060"
"Neut","B","TNFSF13B","TNFRSF13C",0.0190776264277234,0,"TNFSF13B_TNFRSF13C","TNFSF13B - TNFRSF13C","BAFF","Secreted Signaling","KEGG: hsa04060"
"Mono-Mac","Plasma","TNFSF13B","TNFRSF13C",0.00056273744593356,0,"TNFSF13B_TNFRSF13C","TNFSF13B - TNFRSF13C","BAFF","Secreted Signaling","KEGG: hsa04060"
"Neut","Plasma","TNFSF13B","TNFRSF13C",0.00114662317215267,0,"TNFSF13B_TNFRSF13C","TNFSF13B - TNFRSF13C","BAFF","Secreted Signaling","KEGG: hsa04060"
"B","B","SPP1","CD44",0.0162331718239636,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","B","SPP1","CD44",0.108544402817848,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","B","SPP1","CD44",0.0250141995869351,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","B","SPP1","CD44",0.0152979343990767,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","B","SPP1","CD44",0.0127937582283433,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","B","SPP1","CD44",0.0608648740960685,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"T","B","SPP1","CD44",0.0119834823547645,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"B","Mast","SPP1","CD44",0.0256673683121121,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Mast","SPP1","CD44",0.162751493462394,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"EC","Mast","SPP1","CD44",0.0159195054560439,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","Mast","SPP1","CD44",0.0393475327896612,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"MES","Mast","SPP1","CD44",0.0148420030549418,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","Mast","SPP1","CD44",0.0242019725835479,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","Mast","SPP1","CD44",0.0202702646786797,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Mast","SPP1","CD44",0.0937653130901918,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","Mast","SPP1","CD44",0.0174087849711255,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"T","Mast","SPP1","CD44",0.0189955853454132,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","MES","SPP1","CD44",0.0537047985919232,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","MES","SPP1","CD44",0.011816924705244,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","MES","SPP1","CD44",0.0293219329947384,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"B","Mono-Mac","SPP1","CD44",0.0107107791763771,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Mono-Mac","SPP1","CD44",0.0739800527535713,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","Mono-Mac","SPP1","CD44",0.0165548421338907,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","Mono-Mac","SPP1","CD44",0.0100904385452153,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","Mono-Mac","SPP1","CD44",0.00843139800006669,0.04,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Mono-Mac","SPP1","CD44",0.0407886678607024,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"T","Mono-Mac","SPP1","CD44",0.00789519689353135,0.02,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Neut","SPP1","CD44",0.0215959838600991,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Neut","SPP1","CD44",0.0116121620084654,0.01,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Plasma","SPP1","CD44",0.0349195431613969,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Plasma","SPP1","CD44",0.0188951942614541,0.01,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"B","T","SPP1","CD44",0.0137142412722881,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","T","SPP1","CD44",0.0930563150563197,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"EC","T","SPP1","CD44",0.00846644889846442,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","T","SPP1","CD44",0.0211620115990602,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"MES","T","SPP1","CD44",0.0078893580503862,0.01,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","T","SPP1","CD44",0.0129222200764387,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","T","SPP1","CD44",0.0108026671695736,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","T","SPP1","CD44",0.0517849204433958,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"T","T","SPP1","CD44",0.0101172020881574,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","dPCT","SPP1","ITGAV_ITGB1",0.0320196558439048,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","dPCT","SPP1","ITGAV_ITGB1",0.00692172284763871,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","dPCT","SPP1","ITGAV_ITGB1",0.0173021883742045,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","EC","SPP1","ITGAV_ITGB1",0.00700749679604045,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","EC","SPP1","ITGAV_ITGB1",0.0494957064657688,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","EC","SPP1","ITGAV_ITGB1",0.0108531256248457,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","EC","SPP1","ITGAV_ITGB1",0.00660020973369167,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","EC","SPP1","ITGAV_ITGB1",0.00551182723286856,0.04,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","EC","SPP1","ITGAV_ITGB1",0.0269693748681036,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","EC","SPP1","ITGAV_ITGB1",0.00516033215053789,0.01,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","MES","SPP1","ITGAV_ITGB1",0.00946310953852022,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","MES","SPP1","ITGAV_ITGB1",0.0658529118842709,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","MES","SPP1","ITGAV_ITGB1",0.00583240494611396,0.02,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","MES","SPP1","ITGAV_ITGB1",0.0146364852373706,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","MES","SPP1","ITGAV_ITGB1",0.00543387209942119,0.03,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","MES","SPP1","ITGAV_ITGB1",0.00891437956287686,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","MES","SPP1","ITGAV_ITGB1",0.00744724850371085,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","MES","SPP1","ITGAV_ITGB1",0.0361653907501733,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","MES","SPP1","ITGAV_ITGB1",0.00697319497818729,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Mono-Mac","SPP1","ITGAV_ITGB1",0.0229785111742837,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Mono-Mac","SPP1","ITGAV_ITGB1",0.0123636235758042,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","dPCT","SPP1","ITGAV_ITGB5",0.00429181788830561,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","dPCT","SPP1","ITGAV_ITGB5",0.000907393277422756,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","dPCT","SPP1","ITGAV_ITGB5",0.00054965560310616,0.04,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","dPCT","SPP1","ITGAV_ITGB5",0.00228899528532502,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"B","EC","SPP1","ITGAV_ITGB5",0.00189739444424851,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","EC","SPP1","ITGAV_ITGB5",0.0138334093028571,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","EC","SPP1","ITGAV_ITGB5",0.00116600551296031,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","EC","SPP1","ITGAV_ITGB5",0.00294698411977629,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","EC","SPP1","ITGAV_ITGB5",0.00108598312658463,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","EC","SPP1","ITGAV_ITGB5",0.00178658043407443,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","EC","SPP1","ITGAV_ITGB5",0.0014907799743712,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","EC","SPP1","ITGAV_ITGB5",0.00741104255341646,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","EC","SPP1","ITGAV_ITGB5",0.00127687689870046,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"T","EC","SPP1","ITGAV_ITGB5",0.00139535156238958,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"B","MES","SPP1","ITGAV_ITGB5",0.00230048998424233,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","MES","SPP1","ITGAV_ITGB5",0.0167297705408559,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","MES","SPP1","ITGAV_ITGB5",0.00141393986997523,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","MES","SPP1","ITGAV_ITGB5",0.00357226365230662,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","MES","SPP1","ITGAV_ITGB5",0.00131692430473409,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","MES","SPP1","ITGAV_ITGB5",0.00216618497622069,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","MES","SPP1","ITGAV_ITGB5",0.00180764798536234,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","MES","SPP1","ITGAV_ITGB5",0.00897496258764571,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","MES","SPP1","ITGAV_ITGB5",0.00154834992120432,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"T","MES","SPP1","ITGAV_ITGB5",0.00169197046011768,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Mono-Mac","SPP1","ITGAV_ITGB5",0.00154820439086027,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Mono-Mac","SPP1","ITGAV_ITGB5",0.00082465790489104,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"B","dPCT","SPP1","ITGAV_ITGB6",0.00136435834788119,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","dPCT","SPP1","ITGAV_ITGB6",0.00998071265007644,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","dPCT","SPP1","ITGAV_ITGB6",0.000838266357895713,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","dPCT","SPP1","ITGAV_ITGB6",0.00211971241155329,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","dPCT","SPP1","ITGAV_ITGB6",0.000176188726548345,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","dPCT","SPP1","ITGAV_ITGB6",0.000780718968079889,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","dPCT","SPP1","ITGAV_ITGB6",0.00128463531231562,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","dPCT","SPP1","ITGAV_ITGB6",0.00107185164059917,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","dPCT","SPP1","ITGAV_ITGB6",0.00533733716619762,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","dPCT","SPP1","ITGAV_ITGB6",0.000918002815397306,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"T","dPCT","SPP1","ITGAV_ITGB6",0.00100321289598913,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","B","SPP1","ITGA4_ITGB1",0.0274917860038287,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","B","SPP1","ITGA4_ITGB1",0.0148236307615516,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","MES","SPP1","ITGA4_ITGB1",0.0103812223093707,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","MES","SPP1","ITGA4_ITGB1",0.0718451581281922,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","MES","SPP1","ITGA4_ITGB1",0.0160483879562233,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","MES","SPP1","ITGA4_ITGB1",0.00977978007123203,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","MES","SPP1","ITGA4_ITGB1",0.03957067060913,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","MES","SPP1","ITGA4_ITGB1",0.00765160181447305,0.01,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Mono-Mac","SPP1","ITGA4_ITGB1",0.0580507248342036,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","Mono-Mac","SPP1","ITGA4_ITGB1",0.0128190983004282,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","Mono-Mac","SPP1","ITGA4_ITGB1",0.00780187094491161,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Mono-Mac","SPP1","ITGA4_ITGB1",0.0317609617961203,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Plasma","SPP1","ITGA4_ITGB1",0.047089961744838,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Plasma","SPP1","ITGA4_ITGB1",0.025629002888494,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","T","SPP1","ITGA4_ITGB1",0.0551151543555832,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","T","SPP1","ITGA4_ITGB1",0.0121413658836608,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","T","SPP1","ITGA4_ITGB1",0.00738740913139748,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","T","SPP1","ITGA4_ITGB1",0.0301123399124989,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","EC","SPP1","ITGA9_ITGB1",0.00741744386741278,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","EC","SPP1","ITGA9_ITGB1",0.0522604495090023,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","EC","SPP1","ITGA9_ITGB1",0.00456797891541008,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","EC","SPP1","ITGA9_ITGB1",0.0114854444917157,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","EC","SPP1","ITGA9_ITGB1",0.000962947204009935,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","EC","SPP1","ITGA9_ITGB1",0.00425547547347969,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","EC","SPP1","ITGA9_ITGB1",0.00698649765790807,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","EC","SPP1","ITGA9_ITGB1",0.00583478995679489,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","EC","SPP1","ITGA9_ITGB1",0.0285135830687946,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","EC","SPP1","ITGA9_ITGB1",0.00500071252484633,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","EC","SPP1","ITGA9_ITGB1",0.0054628123321025,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","EC","SPP1","ITGA8_ITGB1",0.00236786873155599,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","EC","SPP1","ITGA8_ITGB1",0.0172124755178427,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","EC","SPP1","ITGA8_ITGB1",0.00145539044595992,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","EC","SPP1","ITGA8_ITGB1",0.00367675394011404,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","EC","SPP1","ITGA8_ITGB1",0.000306046565681777,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","EC","SPP1","ITGA8_ITGB1",0.00135553466640358,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
