"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.17306946253451e-156,1.54357202565928,0.366,0.156,3.25022355984437e-152,"2","DIS3"
1.2625818979849e-156,1.34517876929669,0.506,0.271,3.49823566474676e-152,"2","C6orf62"
1.91120398361246e-156,0.960829136977316,0.586,0.327,5.29537287739504e-152,"2","PCM1"
2.56080150225115e-156,1.07337248957869,0.479,0.233,7.09521272228727e-152,"2","ZBTB38"
5.60014157086785e-156,1.42769501542529,0.341,0.136,1.55163122504036e-151,"2","ELK4"
6.20328042149464e-156,1.01619406206932,0.545,0.291,1.71874290638352e-151,"2","ASH1L"
7.1532139492632e-156,1.35892725860719,0.432,0.206,1.98194098892236e-151,"2","EFCAB14"
1.39738386717259e-155,1.33099073997826,0.347,0.14,3.87173148077509e-151,"2","EIF4G3"
1.92225702972594e-155,1.66731083302594,0.309,0.118,5.32599755226167e-151,"2","REEP3"
2.879877623279e-155,1.50520761799443,0.265,0.088,7.97927693081912e-151,"2","AMOTL2"
2.31252185319992e-154,1.28606632417382,0.368,0.154,6.40730429866102e-150,"2","NCOA3"
4.92869338348011e-154,0.895216341155038,0.648,0.39,1.36559307576083e-149,"2","N4BP2L2"
5.71511353899839e-154,0.998841358883932,0.528,0.281,1.58348650825028e-149,"2","CTNNA1"
9.55595282283843e-153,1.39650022416402,0.322,0.124,2.64766784862384e-148,"2","CPD"
3.55079333535509e-152,1.12107404752935,0.494,0.26,9.83818309426834e-148,"2","RAB11A"
6.57222150320969e-152,1.67985073494597,0.274,0.096,1.82096541189431e-147,"2","WDFY1"
2.54316140421123e-151,1.65965524389062,0.265,0.09,7.04633730264806e-147,"2","DTX3L"
6.89094912114691e-151,0.608390976967458,0.917,0.735,1.90927527299617e-146,"2","HLA-A"
1.3455284906276e-150,1.22417144427365,0.445,0.217,3.72805578898188e-146,"2","CCDC47"
6.62849912785454e-150,1.48655587703118,0.347,0.143,1.83655825335466e-145,"2","CCNL2"
1.28157675494386e-149,1.19922593172885,0.344,0.138,3.55086471492294e-145,"2","MYO9A"
2.21262808387051e-149,1.42678795429689,0.345,0.139,6.13052863198002e-145,"2","RALGDS"
2.9210656580369e-149,1.53223634419032,0.302,0.114,8.09339661872283e-145,"2","ADAM17"
3.05934968430927e-149,0.93884323518898,0.644,0.406,8.47654017031569e-145,"2","TAGLN2"
6.73091300097549e-149,1.21560351974698,0.435,0.205,1.86493406518028e-144,"2","RBM5"
7.1670717153982e-149,1.50988842326229,0.289,0.105,1.98578056018538e-144,"2","IQSEC1"
8.08282371499133e-149,1.44185327068303,0.342,0.142,2.23950796671265e-144,"2","SMAD5"
8.94625507480439e-149,1.43026772324086,0.32,0.124,2.47873889357605e-144,"2","CSNK1E"
1.66734409672104e-148,0.952447496971118,0.57,0.318,4.61971028878498e-144,"2","TPR"
1.14081164369234e-147,0.819357964193946,0.647,0.379,3.16084682117837e-143,"2","CLK1"
1.40892093303395e-147,1.17332094840414,0.415,0.189,3.90369722915717e-143,"2","APOL6"
2.11683710793882e-147,0.721673432985848,0.319,0.118,5.86512057496608e-143,"2","MAFB"
2.28551628298523e-147,0.786213829942748,0.635,0.383,6.33247996526717e-143,"2","DYNC1H1"
3.67298215420337e-147,1.48641796635852,0.317,0.125,1.01767316546513e-142,"2","IRF2BPL"
9.77387037386706e-147,1.71293697013406,0.334,0.14,2.70804626448735e-142,"2","INSR"
1.6202859552405e-146,1.38210803611829,0.316,0.122,4.48932629618484e-142,"2","SMC4"
2.95357155534197e-145,1.08609392503633,0.465,0.231,8.18346070838599e-141,"2","YWHAH"
6.92271735319165e-145,0.685140278095168,0.745,0.534,1.91807729704881e-140,"2","NUCKS1"
1.94676017053039e-144,1.00498483260406,0.465,0.234,5.39388840448856e-140,"2","RAB13"
1.49871461887306e-143,0.819370515141369,0.669,0.425,4.15248859451159e-139,"2","SCAF11"
5.34270511260673e-143,1.54672430445125,0.285,0.107,1.48030330554995e-138,"2","GBP3"
9.3503123094966e-143,1.64863213483319,0.336,0.145,2.59069103159222e-138,"2","DHRS3"
2.71993843509634e-142,1.63868404754103,0.305,0.121,7.53613342212143e-138,"2","MAST4"
2.77428046952789e-142,1.31080632928003,0.357,0.154,7.68669889692092e-138,"2","SHISA5"
9.75768625059921e-142,1.28723125906638,0.312,0.124,2.70356212945352e-137,"2","SLC25A37"
1.31390575315641e-141,1.21246406721064,0.362,0.158,3.64043867027047e-137,"2","PINK1"
1.77831259235267e-141,1.33380295915875,0.32,0.127,4.92717069963154e-137,"2","FOXO1"
2.29267306315776e-141,1.63472808877914,0.265,0.094,6.3523092560912e-137,"2","TMEM43"
3.32293846431503e-141,1.58641966175451,0.263,0.092,9.20686560307766e-137,"2","PRKD3"
3.60770372923943e-140,1.07225471520773,0.475,0.242,9.9958647226037e-136,"2","ARID1B"
6.25476062826541e-140,1.52767914890824,0.298,0.116,1.7330065272735e-135,"2","POLK"
1.24637318171029e-139,2.56630529083343,0.261,0.097,3.45332617456471e-135,"2","SLC6A6"
1.45509286158408e-139,1.18223258416535,0.409,0.192,4.03162579159101e-135,"2","RIF1"
8.16920153051839e-139,1.11503171511017,0.319,0.122,2.26344066806073e-134,"2","HLA-DMB"
2.33137272790217e-138,1.31682800079732,0.408,0.199,6.45953441719855e-134,"2","IFNAR1"
2.65279954533763e-138,1.55922747195798,0.271,0.098,7.35011170026698e-134,"2","ARHGEF7"
5.58954835336374e-138,1.26799795591196,0.343,0.145,1.54869616226649e-133,"2","PPP2R5A"
8.22956507002064e-138,0.583809198730844,0.893,0.743,2.28016559395062e-133,"2","DNAJA1"
5.7102959541865e-137,0.537273787840518,0.959,0.865,1.58215170002645e-132,"2","MT-ND4L"
6.0818562311747e-137,1.02396828751594,0.555,0.323,1.68509990597158e-132,"2","NASP"
7.27302986376737e-137,1.46995129622632,0.262,0.092,2.01513838435402e-132,"2","RASSF3"
9.89975206938733e-137,0.533175700644317,0.885,0.79,2.74292430586515e-132,"2","HMGB1"
5.9428767064286e-136,1.12128821685834,0.569,0.339,1.64659284905017e-131,"2","PPP1R10"
1.06308679067106e-135,0.785945838491118,0.727,0.527,2.94549457091232e-131,"2","SEC62"
1.44511216418736e-135,1.12511664792981,0.391,0.179,4.00397227331392e-131,"2","BAZ1B"
6.55174444525269e-135,1.47909545323328,0.271,0.1,1.81529183344616e-130,"2","CDC27"
9.59842357895341e-135,1.00948577837157,0.533,0.31,2.65943522102062e-130,"2","SH3GLB1"
9.84479200664642e-135,1.36422053585959,0.324,0.135,2.72769652128152e-130,"2","ARHGAP26"
1.74909635681302e-134,1.44384430467809,0.291,0.114,4.84622127582183e-130,"2","EGLN2"
5.05196592000993e-134,1.22376642902136,0.398,0.189,1.39974819745715e-129,"2","TUG1"
8.34253627852552e-134,0.892227961664521,0.655,0.405,2.31146652669107e-129,"2","JMJD1C"
2.15167565429008e-133,1.43761078668564,0.254,0.089,5.96164773534152e-129,"2","CASP8AP2"
1.85442661562983e-132,1.24499912008943,0.379,0.179,5.13805982392556e-128,"2","MAN1A1"
4.27137710094615e-132,1.36216492891049,0.303,0.122,1.18347045335915e-127,"2","TCF12"
6.43087407240739e-132,1.05520007245384,0.452,0.237,1.78180227924192e-127,"2","NUCB1"
1.51179713479312e-131,0.713197643675145,0.675,0.424,4.18873632137128e-127,"2","APLP2"
3.49691023302449e-131,1.35616934852205,0.403,0.198,9.68888918264096e-127,"2","NEDD9"
1.8085300973714e-130,1.34918616835955,0.343,0.151,5.01089434078694e-126,"2","PHF14"
6.44131001825473e-130,1.6983528664998,0.256,0.094,1.78469376675784e-125,"2","NTN4"
6.76054857765233e-130,1.40582610597497,0.271,0.103,1.87314519441013e-125,"2","MIB1"
1.99542500404118e-129,1.1279341380431,0.444,0.229,5.5287240586969e-125,"2","RO60"
2.09933800445343e-129,1.04015528088786,0.397,0.186,5.81663580893912e-125,"2","IER5L"
6.32078153902812e-129,1.69858472505597,0.255,0.094,1.75129894101852e-124,"2","TLNRD1"
1.12812053182124e-128,0.926936827131316,0.507,0.283,3.12568355751712e-124,"2","PURA"
7.39029999196712e-128,0.813456181595481,0.665,0.456,2.04763041877433e-123,"2","PDIA3"
3.36239547065616e-127,1.06013894241205,0.421,0.208,9.31618913054702e-123,"2","PRRC2B"
5.0435924812817e-127,1.27140517895062,0.306,0.126,1.39742816878872e-122,"2","MTSS1"
5.78606720042763e-127,0.708172680406582,0.763,0.557,1.60314563922248e-122,"2","HNRNPA3"
8.20677991309729e-127,1.474674866306,0.264,0.1,2.27385251052187e-122,"2","C6orf89"
8.87536974920011e-127,0.975891473298616,0.402,0.185,2.45909869641087e-122,"2","IFITM1"
9.12923391832688e-127,1.07605716145775,0.41,0.2,2.52943684175083e-122,"2","SMC3"
1.08704275244937e-126,1.16383952467842,0.412,0.203,3.01186935421148e-122,"2","ACAP2"
3.9180541306064e-126,1.19933446272572,0.364,0.165,1.08557525796712e-121,"2","HERC1"
4.51621831759536e-126,0.983622098105794,0.5,0.279,1.25130860925615e-121,"2","AP2B1"
3.13664960453601e-125,1.39548797378658,0.263,0.099,8.69071505928791e-121,"2","RYK"
3.72307081032884e-125,1.06351947179196,0.436,0.224,1.03155122941781e-120,"2","C5orf24"
3.90970323705893e-125,0.990143036191627,0.588,0.362,1.08326147589192e-120,"2","ZC3HAV1"
1.48106276093148e-124,1.05723474055175,0.515,0.295,4.10358059171286e-120,"2","RBBP6"
1.6343889654426e-124,1.17929357420813,0.513,0.303,4.52840150655181e-120,"2","BHLHE40"
6.33216450323811e-124,1.16779784917877,0.405,0.201,1.75445281891218e-119,"2","TOPORS"
1.03108054215398e-123,0.743833015341568,0.638,0.4,2.85681485814603e-119,"2","AKAP9"
1.68513123224993e-123,1.25375191359466,0.354,0.16,4.66899310519488e-119,"2","TMEM87A"
8.49389159103299e-123,0.740148977484898,0.828,0.675,2.35340254312751e-118,"2","SRSF3"
1.00721164768606e-122,0.735896346552878,0.686,0.462,2.79068131224377e-118,"2","TUBA1B"
1.2832290506954e-122,0.730393110328512,0.513,0.272,3.55544273076174e-118,"2","RESF1"
2.47407103403721e-122,0.963398206627177,0.325,0.136,6.85490861400688e-118,"2","DONSON"
3.79113199946295e-122,0.8114445184946,0.549,0.309,1.0504089430912e-117,"2","NR4A1"
6.61519340714116e-122,1.40308088653101,0.258,0.096,1.8328716373166e-117,"2","TSIX"
2.98136556142931e-121,1.18744358510826,0.389,0.189,8.26046956105218e-117,"2","SNHG14"
6.741611094528e-121,1.07185538068161,0.441,0.23,1.86789818596087e-116,"2","SREK1"
2.24487037249623e-120,0.91872098657454,0.475,0.25,6.21986234107531e-116,"2","BDP1"
3.85252505618676e-120,1.25620079841975,0.31,0.131,1.06741911731767e-115,"2","POGZ"
4.62167056196553e-120,1.06567366900701,0.464,0.248,1.28052626260379e-115,"2","POLR2A"
5.34436634616418e-120,0.99788469084161,0.512,0.305,1.48076358353171e-115,"2","WASF2"
8.87410852961145e-120,1.49015816670401,0.277,0.111,2.45874925029944e-115,"2","TTC17"
1.58143491577724e-119,1.41900091825169,0.281,0.112,4.381681721144e-115,"2","ANKRD36C"
2.42616438716558e-119,1.57750716862292,0.25,0.095,6.72217366751967e-115,"2","TJP2"
3.31894134230811e-119,0.827525813692059,0.627,0.414,9.19579077713308e-115,"2","CSNK1A1"
8.39677751152114e-119,1.18383823010741,0.473,0.269,2.32649514511716e-114,"2","LY6E"
8.94263232673084e-119,1.29004912380007,0.251,0.092,2.47773513876731e-114,"2","HCP5"
1.12864934678875e-118,0.893290462672864,0.554,0.335,3.12714874514759e-114,"2","KIF5B"
1.27131821412543e-118,1.14313440990905,0.386,0.189,3.52244137587734e-114,"2","HECTD1"
1.54980116420709e-118,1.20604453080256,0.327,0.145,4.29403408566858e-114,"2","TMEM35B"
3.53502014023584e-118,1.32636125841506,0.279,0.113,9.79448030255145e-114,"2","DPP8"
3.98208255481341e-118,1.19405078814184,0.356,0.166,1.10331561346215e-113,"2","RNF145"
4.00827937722913e-118,1.23597241557631,0.329,0.148,1.11057396704888e-113,"2","CLSTN1"
4.64036415012995e-118,1.22554285523715,0.32,0.142,1.2857056950765e-113,"2","TBC1D5"
1.00182100918914e-117,0.827329458577244,0.55,0.325,2.77574547016035e-113,"2","FOXP1"
1.10538099991096e-117,1.3552118950959,0.311,0.136,3.0626791364533e-113,"2","SMAD2"
1.49800594153567e-117,0.637783817464563,0.773,0.58,4.15052506221288e-113,"2","TPM3"
9.9347913160052e-117,1.12727598094904,0.442,0.233,2.75263262992556e-112,"2","ISG15"
3.2176569059833e-116,1.05588835170005,0.434,0.229,8.91516198940792e-112,"2","ZBTB7A"
4.63705956439704e-116,0.810760116028416,0.528,0.303,1.28479009350749e-111,"2","IFRD1"
4.67137391732631e-116,0.764467087818193,0.553,0.324,1.2942975712736e-111,"2","CREBRF"
1.31038473693712e-115,1.22688410333395,0.377,0.187,3.63068299063168e-111,"2","CERT1"
2.96146641492792e-115,1.03537641031613,0.419,0.218,8.20533499584078e-111,"2","GLG1"
8.01484912649458e-115,1.11119466736482,0.35,0.161,2.22067424747785e-110,"2","MGAT1"
8.61160137340827e-115,1.17020309479723,0.337,0.155,2.38601639253023e-110,"2","FNDC3B"
9.3870448656854e-115,1.33008411782027,0.283,0.117,2.60086852093545e-110,"2","CEP170"
6.73086429884581e-114,0.926339316251994,0.436,0.231,1.86492057128121e-109,"2","GRN"
7.2817267531449e-114,1.05289060238442,0.4,0.201,2.01754803149386e-109,"2","TNRC6A"
1.13888756410489e-113,1.01122350397867,0.457,0.251,3.15551577386543e-109,"2","MYLIP"
3.14172064689538e-113,1.06427783608298,0.373,0.182,8.70476539635302e-109,"2","VEZF1"
3.84913594840459e-113,1.03356948012954,0.409,0.209,1.06648009722446e-108,"2","PTPRA"
1.76731576368627e-112,1.23865986034597,0.264,0.105,4.89670178644555e-108,"2","AC005261.1"
1.13592204784223e-111,1.26321805732076,0.297,0.129,3.14729921795646e-107,"2","GSK3B"
3.18895298762997e-111,1.28305536974577,0.28,0.117,8.83563204282636e-107,"2","SP1"
7.57700197090644e-111,1.22338164716633,0.322,0.146,2.09935993607905e-106,"2","SETD5"
1.56857879500006e-110,1.58127161642761,0.266,0.111,4.34606126730667e-106,"2","STK38L"
2.51029259745528e-110,1.11216294933844,0.348,0.166,6.95526769976936e-106,"2","SECISBP2L"
3.49858294433085e-110,1.37223580928539,0.251,0.099,9.69352376385748e-106,"2","LATS2"
1.25633311596896e-108,1.13182939556085,0.364,0.178,3.4809221644152e-104,"2","NEMF"
2.42508645794877e-108,1.00823637470457,0.35,0.168,6.71918704903866e-104,"2","CDKN1C"
3.8167759378207e-108,1.31017491833593,0.274,0.116,1.05751410909198e-103,"2","AKAP11"
3.87292473613122e-108,1.10980537186517,0.327,0.15,1.07307125663988e-103,"2","TMEM50B"
1.41989539359237e-107,1.4193346319375,0.258,0.105,3.93410416702638e-103,"2","IFIT1"
9.07490532657344e-107,1.02445036318454,0.416,0.22,2.5143840188337e-102,"2","PHIP"
1.28566963724111e-106,0.524588916895094,0.681,0.439,3.56220486390396e-102,"2","LRRFIP1"
1.55935744735045e-106,1.25851651686203,0.313,0.143,4.3205116793739e-102,"2","STAG1"
6.27823677915455e-106,1.25790115043599,0.254,0.102,1.73951106440035e-101,"2","CEP290"
1.13890753300301e-105,1.21464211804312,0.302,0.136,3.15557110169145e-101,"2","GANAB"
1.28000339462562e-105,1.23624888356316,0.275,0.116,3.5465054054892e-101,"2","SIN3A"
2.24673289404199e-105,1.31281934898894,0.269,0.113,6.22502282952214e-101,"2","FAR1"
2.28339754018706e-105,1.22967310894528,0.262,0.108,6.32660956459628e-101,"2","CPT1A"
3.4284405304184e-105,0.772956682951724,0.442,0.229,9.49918017763027e-101,"2","CD55"
5.27089439352594e-105,1.06634606043582,0.404,0.216,1.46040670961423e-100,"2","TM9SF2"
7.29901585722845e-105,1.12501838180648,0.267,0.11,2.02233832356229e-100,"2","SORBS3"
9.0467546359206e-105,0.911171069225247,0.469,0.266,2.50658430697452e-100,"2","CLU"
9.33017769089307e-105,1.27757001203445,0.258,0.105,2.58511233281574e-100,"2","SPECC1L"
1.56816522954947e-104,1.26473606094609,0.29,0.127,4.34491540151272e-100,"2","SLC39A10"
2.10342416848141e-104,1.31268648872689,0.257,0.105,5.82795734361145e-100,"2","NARF"
2.66756529387922e-104,1.18404673206712,0.315,0.146,7.39102315975114e-100,"2","MAGT1"
3.90551239716664e-104,0.905407968105171,0.468,0.267,1.08210031988296e-99,"2","PSMB8"
4.80577921436721e-104,0.625469280457174,0.59,0.364,1.33153724692472e-99,"2","ROCK1"
5.14048148814563e-104,1.33297452163228,0.287,0.127,1.42427320592051e-99,"2","ING1"
1.0646918973112e-103,0.676261939145004,0.56,0.34,2.94994183988013e-99,"2","ANKRD11"
1.13095947775271e-103,1.09793629546107,0.339,0.162,3.13354942500942e-99,"2","SMARCC2"
2.26525479578158e-103,1.08674750527396,0.288,0.125,6.27634146267202e-99,"2","MSL1"
5.44979125210836e-103,0.806221844523374,0.572,0.378,1.50997366222166e-98,"2","TGOLN2"
6.84083814443988e-103,0.695771585481085,0.584,0.376,1.89539102467996e-98,"2","GTF2I"
1.06432020113132e-102,0.747560995579078,0.544,0.335,2.94891198127455e-98,"2","DYNC1I2"
1.4423475762577e-102,0.771419659042303,0.554,0.34,3.99631242953722e-98,"2","TNRC6B"
1.64699042070731e-102,0.832365552659103,0.486,0.276,4.56331635865374e-98,"2","MYCBP2"
1.85533622276875e-102,1.04761675135409,0.363,0.182,5.14058007242537e-98,"2","ANKRD17"
1.88622655391485e-102,0.638060312908564,0.654,0.452,5.22616791293188e-98,"2","CANX"
3.54799137608338e-102,1.31581806426597,0.295,0.132,9.83041970571423e-98,"2","CCNT1"
7.61026667252692e-102,1.05318021715283,0.361,0.181,2.10857658695703e-97,"2","MKLN1"
1.10330342052324e-101,1.02261694176691,0.384,0.2,3.05692278724373e-97,"2","NSRP1"
1.74133656993911e-101,1.10625295769347,0.299,0.136,4.8247212343303e-97,"2","CTTN"
1.82081912319058e-101,0.778478905273469,0.503,0.291,5.04494354462413e-97,"2","NIPBL"
4.20912364218034e-101,1.25900026852188,0.255,0.105,1.16622188753891e-96,"2","FAM111A"
5.50058392691324e-101,1.21695313335594,0.32,0.152,1.52404678862985e-96,"2","UBR5"
9.25062914912044e-101,0.941712328600605,0.454,0.262,2.5630718183468e-96,"2","TRIM44"
1.19432290442025e-100,0.924623441143776,0.44,0.239,3.30911047127719e-96,"2","KAT6A"
1.20795742917087e-100,1.07946807791149,0.38,0.199,3.34688764900372e-96,"2","EIF4G1"
1.34608857689909e-100,0.831407983007056,0.409,0.214,3.72960762001432e-96,"2","TCEAL9"
1.37921259767584e-100,1.05729473593891,0.344,0.167,3.82138434438046e-96,"2","XRN1"
1.46572253454047e-100,0.866639959466976,0.418,0.223,4.06107742645128e-96,"2","MAFF"
3.91190465542654e-100,1.25778429911373,0.28,0.123,1.08387142287903e-95,"2","PRRC2A"
5.43936605025726e-100,1.06920577167139,0.37,0.192,1.50708515154478e-95,"2","OS9"
7.23883610925859e-100,0.923958528793098,0.454,0.257,2.00566432079228e-95,"2","H1FX"
2.8534212117254e-99,0.752417557555335,0.613,0.418,7.90597415132756e-95,"2","MTDH"
5.9660226469454e-99,1.22265347259665,0.303,0.141,1.65300589478916e-94,"2","DNAJC10"
7.97326269423371e-99,1.15227257245924,0.343,0.171,2.20915189469133e-94,"2","PUM2"
1.08980271956924e-98,1.04292259685663,0.262,0.109,3.01951639511051e-94,"2","TNFAIP2"
1.33632548611142e-98,1.19518383261591,0.28,0.124,3.7025570243689e-94,"2","ZHX1"
1.59420925288421e-98,1.11763534029914,0.346,0.173,4.41707557696627e-94,"2","RAB6A"
3.85883568584631e-98,1.14245871538536,0.349,0.177,1.06916760347744e-93,"2","CMIP"
1.79836524843226e-97,0.668791379687391,0.711,0.562,4.98273059383126e-93,"2","RHOA"
2.42143841233867e-97,1.03376103010688,0.359,0.182,6.70907940906675e-93,"2","ARMCX3"
5.22388635406794e-97,1.11680699191469,0.347,0.176,1.44738219212161e-92,"2","BTBD7"
1.03678517123843e-96,1.41503232704445,0.283,0.132,2.87262067395031e-92,"2","YPEL2"
1.58197251750679e-96,0.714041371767535,0.607,0.411,4.38317125425606e-92,"2","HP1BP3"
3.21677528318608e-96,0.927277553051496,0.411,0.218,8.91271927712366e-92,"2","GYPC"
5.08629685365743e-96,0.880638766784717,0.409,0.221,1.40926026924286e-91,"2","NUMA1"
9.03523769347596e-96,0.894366058673817,0.349,0.174,2.50339330773139e-91,"2","ARL5B"
1.0400978600742e-95,1.12125046248376,0.326,0.16,2.88179914090759e-91,"2","DICER1"
2.41539688568503e-95,1.11349888729525,0.305,0.145,6.69234015116751e-91,"2","NUDT3"
3.58878274784571e-95,1.10354513998761,0.324,0.157,9.94344035945611e-91,"2","BRWD1"
3.89662166039762e-95,1.14162005750113,0.306,0.144,1.07963696344637e-90,"2","CHD6"
7.04904900864416e-95,0.647489396063446,0.336,0.161,1.95308000882504e-90,"2","DNAJA4"
1.38612821012024e-94,0.842684591082138,0.36,0.18,3.84054543178016e-90,"2","MYO6"
1.51394425951961e-94,0.862656512923549,0.502,0.314,4.194685359851e-90,"2","TMEM50A"
6.73143651732666e-94,0.701417767381218,0.535,0.334,1.8650791158557e-89,"2","MPHOSPH8"
7.50549067738683e-94,1.2356544799444,0.267,0.12,2.07954630198357e-89,"2","ACTN1"
1.37394656031387e-93,1.15676333487208,0.292,0.135,3.80679373466163e-89,"2","RECQL"
1.67218096250179e-93,1.0893680023123,0.35,0.18,4.63311179280372e-89,"2","UPF3A"
1.93619888212386e-93,1.07312545037622,0.284,0.129,5.36462624270058e-89,"2","ZBTB4"
3.30377980374236e-93,1.25838055218783,0.252,0.108,9.15378270222896e-89,"2","DIPK2A"
3.58171592335356e-93,1.3549037702983,0.279,0.129,9.92386030883569e-89,"2","BCL3"
3.87077700408799e-93,1.02912480850535,0.348,0.177,1.07247618452266e-88,"2","PKN2"
3.96918814064228e-93,1.00845962626092,0.288,0.129,1.09974295812776e-88,"2","FAM214A"
5.72894258150672e-93,1.27142092690667,0.378,0.209,1.58731812105807e-88,"2","UGCG"
6.78969083907512e-93,1.19274766306983,0.282,0.129,1.88121964078254e-88,"2","UBE2Q2"
7.27147268313808e-93,0.570745044374335,0.604,0.384,2.01470693631707e-88,"2","ARID4B"
1.31949933740863e-92,0.871312740960953,0.475,0.288,3.65593681415808e-88,"2","PICALM"
3.27832483674535e-92,0.766865659313972,0.505,0.31,9.08325462517035e-88,"2","LAMP1"
1.38758536502337e-91,1.13602543468877,0.26,0.115,3.84458277087026e-87,"2","PDLIM1"
2.93486022465206e-91,1.06666370641905,0.27,0.118,8.13161722444346e-87,"2","TNRC6C"
6.48005516496267e-91,1.16216351650667,0.278,0.129,1.79542888455621e-86,"2","PLD3"
6.91522145725333e-91,0.613075875302513,0.687,0.497,1.91600040916118e-86,"2","RSRC2"
7.77305710397281e-91,0.932272461011279,0.436,0.255,2.15368093179775e-86,"2","ADD1"
1.24717390475067e-90,0.747060169946742,0.535,0.335,3.45554473789267e-86,"2","CHD4"
1.73384726156366e-90,0.901279691341127,0.424,0.239,4.80397060761445e-86,"2","USP34"
2.00326219478947e-90,0.70785363174541,0.588,0.394,5.55043856310318e-86,"2","SPAG9"
8.04394758766687e-90,0.99254689898773,0.296,0.138,2.22873655811486e-85,"2","SP110"
8.9566475864312e-90,1.08487776145961,0.294,0.138,2.48161834677249e-85,"2","ZNF791"
1.00336257805382e-89,1.15234207130439,0.277,0.126,2.78001669501373e-85,"2","PCNX1"
1.57271572679221e-89,1.05626159661138,0.34,0.177,4.35752346422317e-85,"2","HSD17B12"
2.1936162711408e-89,1.04670033811437,0.306,0.149,6.07785260244981e-85,"2","ZKSCAN1"
2.53888094396635e-89,1.1046089655956,0.281,0.13,7.03447743144757e-85,"2","GIGYF2"
2.80752123807865e-89,0.920432830540145,0.326,0.162,7.77879909434452e-85,"2","ZMYND11"
1.2755857558874e-88,0.817967767888988,0.463,0.274,3.53426545383721e-84,"2","RB1CC1"
1.38352400861037e-88,0.885399296475942,0.414,0.233,3.83332997065674e-84,"2","RFC1"
1.76316918056728e-88,0.945937368860982,0.352,0.182,4.88521284859775e-84,"2","TOR1AIP1"
7.61310319114107e-88,1.28725559698273,0.25,0.111,2.10936250116946e-83,"2","EXOC1"
8.6920901346511e-88,0.856380993241589,0.429,0.243,2.40831741360778e-83,"2","SETD2"
1.09149236424274e-87,0.72992367179764,0.501,0.305,3.02419789360735e-83,"2","TAPBP"
1.33594325572401e-87,1.15873459345602,0.285,0.135,3.70149797863452e-83,"2","SPG7"
1.47934083870963e-87,1.01542569472036,0.34,0.174,4.09880966181278e-83,"2","PBRM1"
2.24136341735986e-87,0.865070084508043,0.388,0.213,6.21014562047895e-83,"2","RERE"
2.29724831817144e-87,1.10070440113175,0.255,0.114,6.36498591515761e-83,"2","PHC2"
2.95242058507798e-87,1.09185285526517,0.307,0.152,8.18027171507556e-83,"2","NPTN"
3.86281503490592e-87,1.00497500333572,0.33,0.168,1.07027016172138e-82,"2","PPP3CA"
1.70087423193978e-86,0.550222911184375,0.477,0.274,4.71261223443556e-82,"2","AC020916.1"
2.85189897237543e-86,0.524105894168077,0.787,0.589,7.90175648276059e-82,"2","SRRM2"
3.80479990031679e-86,0.591964066497202,0.813,0.673,1.05419590838077e-81,"2","EIF4A2"
4.26177005093873e-86,1.12606577769746,0.267,0.123,1.1808086280136e-81,"2","FLOT2"
5.97975947084309e-86,0.831704643714466,0.474,0.289,1.6568119565865e-81,"2","PPP1R15B"
1.39189687578541e-85,0.762158112167966,0.492,0.301,3.85652867373864e-81,"2","PHF3"
1.93708859312064e-85,1.00420364256931,0.341,0.176,5.36709136495935e-81,"2","NSD1"
2.10451435995974e-85,0.907596738650533,0.402,0.225,5.83097793714044e-81,"2","THOC2"
2.4797909917345e-85,1.06610668050111,0.269,0.124,6.87075690079879e-81,"2","NEK7"
2.70777924233292e-85,0.95746894625212,0.314,0.156,7.50244394673181e-81,"2","CASC3"
3.07852549663122e-85,1.02144794770054,0.29,0.138,8.52967059351611e-81,"2","TASOR"
3.18920027395608e-85,1.05830350256388,0.303,0.149,8.83631719905011e-81,"2","SPOP"
3.26314737003833e-85,1.43028865914533,0.332,0.181,9.0412024181652e-81,"2","CCND1"
4.49879800718044e-85,1.16359504443753,0.258,0.117,1.24648196384948e-80,"2","FEM1C"
4.94237365669977e-85,0.803049989397653,0.329,0.162,1.3693834690618e-80,"2","SKI"
5.77119842746696e-85,0.653466253273089,0.607,0.41,1.59902594829827e-80,"2","PRPF4B"
8.95729263940481e-85,1.11119791905809,0.283,0.134,2.48179707159989e-80,"2","TIA1"
1.32454633693205e-84,0.999647256597983,0.347,0.185,3.66992053573763e-80,"2","PAFAH1B2"
1.57177605984387e-84,1.04670121407241,0.262,0.119,4.3549199290094e-80,"2","SMURF2"
1.69707059088471e-84,1.02391506798946,0.314,0.158,4.70207348616427e-80,"2","ABI2"
2.4121160245999e-84,0.934773837310856,0.349,0.183,6.68324986935895e-80,"2","TBC1D15"
2.59585940648904e-84,0.924927319429606,0.471,0.297,7.19234765755919e-80,"2","SNHG7"
3.33168608786229e-84,0.765755396262689,0.471,0.292,9.23110264364003e-80,"2","TUBB"
5.27829202315864e-84,0.914804461181732,0.377,0.207,1.46245637085657e-79,"2","MED13"
5.60643234298778e-84,1.14109475931849,0.281,0.135,1.55337420927162e-79,"2","HPCAL1"
1.77336564084695e-83,0.839701074898855,0.454,0.274,4.91346418109465e-79,"2","TOB2"
2.97162325935389e-83,0.990189605174776,0.299,0.149,8.23347656469183e-79,"2","JUP"
