"bin","FN1","ALDH2"
"Q1(정상)",0.036719965507343,1.52645501593183
"Q2",0.0355478424239199,1.66886545697327
"Q3",0.0184980923538045,1.53122257598282
"Q4(손상)",0.0212687179627716,1.43818072955579
