"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"dPCT","Mast","PTN","NCL",0.00202624041687621,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"MES","Mast","PTN","NCL",0.0605611193556577,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"dPCT","MES","PTN","NCL",0.00287754698133261,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"MES","MES","PTN","NCL",0.0839368828240485,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"dPCT","Mono-Mac","PTN","NCL",0.00230072223931876,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"MES","Mono-Mac","PTN","NCL",0.0682228854634124,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"dPCT","PCT","PTN","NCL",0.000822593812769156,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"MES","PCT","PTN","NCL",0.0254735787858208,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"dPCT","Plasma","PTN","NCL",0.00192556642981568,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"MES","Plasma","PTN","NCL",0.057720342815949,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"dPCT","T","PTN","NCL",0.00285172963261708,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"MES","T","PTN","NCL",0.0832445166683557,0,"PTN_NCL","PTN - NCL","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911"
"MES","dPCT","POSTN","ITGAV_ITGB5",0.000497152315352592,0,"POSTN_ITGAV_ITGB5","POSTN - (ITGAV+ITGB5)","PERIOSTIN","Secreted Signaling","PMID: 26721738"
"MES","EC","POSTN","ITGAV_ITGB5",0.0019350195788082,0,"POSTN_ITGAV_ITGB5","POSTN - (ITGAV+ITGB5)","PERIOSTIN","Secreted Signaling","PMID: 26721738"
"MES","MES","POSTN","ITGAV_ITGB5",0.00331296513789243,0,"POSTN_ITGAV_ITGB5","POSTN - (ITGAV+ITGB5)","PERIOSTIN","Secreted Signaling","PMID: 26721738"
"dPCT","MES","AGT","AGTR1",0.00035679210263267,0,"AGT_AGTR1B","AGT - AGTR1B","AGT","Secreted Signaling","KEGG: hsa04080"
"MES","MES","AGT","AGTR1",1.07699691448481e-05,0,"AGT_AGTR1B","AGT - AGTR1B","AGT","Secreted Signaling","KEGG: hsa04080"
"PCT","MES","AGT","AGTR1",0.000169136920363961,0,"AGT_AGTR1B","AGT - AGTR1B","AGT","Secreted Signaling","KEGG: hsa04080"
"LOH-DCT","EC","KNG1","BDKRB2",0.000368851584419257,0,"KNG1_BDKRB2","KNG1 - BDKRB2","BRADYKININ","Secreted Signaling","KEGG: hsa04080"
"Mono-Mac","Mono-Mac","C3","C3AR1",0.000305048683104641,0,"C3_C3AR1","C3 - C3AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"Mono-Mac","Mono-Mac","C3","ITGAM_ITGB2",0.00174240001144397,0,"C3_ITGAM_ITGB2","C3 - (ITGAM+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"Mono-Mac","Neut","C3","ITGAM_ITGB2",0.000725400812428056,0,"C3_ITGAM_ITGB2","C3 - (ITGAM+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"Mono-Mac","Mono-Mac","C3","ITGAX_ITGB2",0.00362118653581543,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"Mono-Mac","Neut","C3","ITGAX_ITGB2",0.00201240331441507,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"EC","MES","EDN1","EDNRA",0.0159765967858641,0,"EDN1_EDNRA","EDN1 - EDNRA","EDN","Secreted Signaling","KEGG: hsa04080"
"Neut","MES","EDN1","EDNRA",0.0133074748747901,0,"EDN1_EDNRA","EDN1 - EDNRA","EDN","Secreted Signaling","KEGG: hsa04080"
"EC","EC","EDN1","EDNRB",0.00278059271285961,0,"EDN1_EDNRB","EDN1 - EDNRB","EDN","Secreted Signaling","KEGG: hsa04080"
"Neut","EC","EDN1","EDNRB",0.0023108771871933,0,"EDN1_EDNRB","EDN1 - EDNRB","EDN","Secreted Signaling","KEGG: hsa04080"
"EC","MES","EDN1","EDNRB",0.0059372783389434,0,"EDN1_EDNRB","EDN1 - EDNRB","EDN","Secreted Signaling","KEGG: hsa04080"
"Neut","MES","EDN1","EDNRB",0.00493695522444688,0,"EDN1_EDNRB","EDN1 - EDNRB","EDN","Secreted Signaling","KEGG: hsa04080"
"PCT","MES","AVP","AVPR1A",9.822295090154e-05,0,"AVP_AVPR1A","AVP - AVPR1A","AVP","Secreted Signaling","KEGG: hsa04080"
"Mast","EC","CTSG","F2R",0.053943139920079,0,"CTSG_F2R","CTSG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"Mast","MES","CTSG","F2R",0.0182154609925431,0,"CTSG_F2R","CTSG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"dPCT","EC","PLG","F2R",0.0129976294412158,0,"PLG_F2R","PLG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"PCT","EC","PLG","F2R",0.0145297336856221,0,"PLG_F2R","PLG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"dPCT","MES","PLG","F2R",0.00426671833304558,0,"PLG_F2R","PLG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"PCT","MES","PLG","F2R",0.00477463919088618,0,"PLG_F2R","PLG - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"T","EC","GZMA","F2R",0.0163982180640054,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"T","MES","GZMA","F2R",0.00539551320402065,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"Mast","dPCT","CTSG","F2RL1",0.00174559407023621,0,"CTSG_F2RL1","CTSG - F2RL1","PARs","Secreted Signaling","KEGG: hsa04080"
"dPCT","dPCT","PLG","F2RL1",0.00040369524746819,0,"PLG_F2RL1","PLG - F2RL1","PARs","Secreted Signaling","KEGG: hsa04080"
"PCT","dPCT","PLG","F2RL1",0.000451960873929019,0,"PLG_F2RL1","PLG - F2RL1","PARs","Secreted Signaling","KEGG: hsa04080"
"T","dPCT","GZMA","F2RL1",0.000511020590679363,0,"GZMA_F2RL1","GZMA - F2RL1","PARs","Secreted Signaling","KEGG: hsa04080"
"Mast","dPCT","CTSG","PARD3",0.00522934647502104,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"Mast","EC","CTSG","PARD3",0.000895842451072884,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"Mast","MES","CTSG","PARD3",0.0180768559378732,0,"CTSG_PARD3","CTSG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"T","dPCT","GZMA","PARD3",0.00153467284338116,0,"GZMA_PARD3","GZMA - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"T","EC","GZMA","PARD3",0.000262099019719442,0,"GZMA_PARD3","GZMA - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"T","MES","GZMA","PARD3",0.00535392571130719,0,"GZMA_PARD3","GZMA - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"dPCT","dPCT","PLG","PARD3",0.00121261928718097,0,"PLG_PARD3","PLG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"PCT","dPCT","PLG","PARD3",0.00135746817648637,0,"PLG_PARD3","PLG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"dPCT","EC","PLG","PARD3",0.000207041744472845,0,"PLG_PARD3","PLG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"PCT","EC","PLG","PARD3",0.000231801016758914,0,"PLG_PARD3","PLG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"dPCT","MES","PLG","PARD3",0.00423379432021845,0,"PLG_PARD3","PLG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"PCT","MES","PLG","PARD3",0.00473781446970401,0,"PLG_PARD3","PLG - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"EC","Mast","KITLG","KIT",0.00488185954850282,0,"KITL_KIT","KITL - KIT","KIT","Secreted Signaling","KEGG: hsa04080"
"MES","Mast","KITLG","KIT",0.00811806729900207,0,"KITL_KIT","KITL - KIT","KIT","Secreted Signaling","KEGG: hsa04080"
"EC","Mono-Mac","FLT3LG","FLT3",6.39805319457564e-06,0,"FLT3L_FLT3","FLT3L - FLT3","FLT3","Secreted Signaling","PMID: 25992210"
"T","Mono-Mac","FLT3LG","FLT3",0.000179558680344462,0,"FLT3L_FLT3","FLT3L - FLT3","FLT3","Secreted Signaling","PMID: 25992210"
"MES","dPCT","HGF","MET",0.00132053355696004,0,"HGF_MET","HGF - MET","HGF","Secreted Signaling","PMID: 28475121"
"MES","MES","NTF3","NTRK2",0.0031858810628023,0,"NTF3_NTRK2","NTF3 - NTRK2","NT","Secreted Signaling","PMID: 27908981"
"MES","MES","NTF3","NTRK3",0.00289949292335859,0,"NTF3_NTRK3","NTF3 - NTRK3","NT","Secreted Signaling","PMID: 27908981"
"dPCT","EC","SEMA3B","NRP1_PLXNA2",0.000107028584816969,0,"SEMA3B_NRP1_PLXNA2","SEMA3B - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"dPCT","MES","SEMA3B","NRP1_PLXNA2",5.00651924175842e-05,0,"SEMA3B_NRP1_PLXNA2","SEMA3B - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"dPCT","MES","SEMA3B","NRP1_PLXNA3",3.39698801410468e-05,0,"SEMA3B_NRP1_PLXNA3","SEMA3B - (NRP1+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"dPCT","Plasma","SEMA3B","NRP1_PLXNA4",4.34390831733955e-05,0,"SEMA3B_NRP1_PLXNA4","SEMA3B - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","EC","SEMA3C","NRP1_PLXNA2",0.000729816413034799,0,"SEMA3C_NRP1_PLXNA2","SEMA3C - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","MES","SEMA3C","NRP1_PLXNA2",0.000341502372307958,0,"SEMA3C_NRP1_PLXNA2","SEMA3C - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","MES","SEMA3C","NRP1_PLXNA3",0.000231735486628497,0,"SEMA3C_NRP1_PLXNA3","SEMA3C - (NRP1+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","Plasma","SEMA3C","NRP1_PLXNA4",0.000296316092703966,0,"SEMA3C_NRP1_PLXNA4","SEMA3C - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","EC","SEMA3D","NRP1_PLXNA2",0.00175292278166082,0,"SEMA3D_NRP1_PLXNA2","SEMA3D - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","MES","SEMA3D","NRP1_PLXNA2",0.000820690745305212,0,"SEMA3D_NRP1_PLXNA2","SEMA3D - (NRP1+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","MES","SEMA3D","NRP1_PLXNA3",0.000556987276369457,0,"SEMA3D_NRP1_PLXNA3","SEMA3D - (NRP1+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","Plasma","SEMA3D","NRP1_PLXNA4",0.000712145272923211,0,"SEMA3D_NRP1_PLXNA4","SEMA3D - (NRP1+PLXNA4)","SEMA3","Secreted Signaling","PMID: 27533782"
"dPCT","EC","SEMA3B","NRP2_PLXNA2",6.9004868997391e-05,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"dPCT","MES","SEMA3B","NRP2_PLXNA2",7.77312405418187e-06,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"dPCT","MES","SEMA3B","NRP2_PLXNA3",5.27409342529197e-06,0,"SEMA3B_NRP2_PLXNA3","SEMA3B - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","EC","SEMA3C","NRP2_PLXNA2",0.000470640926092656,0,"SEMA3C_NRP2_PLXNA2","SEMA3C - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","MES","SEMA3C","NRP2_PLXNA2",5.30347310743612e-05,0,"SEMA3C_NRP2_PLXNA2","SEMA3C - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","MES","SEMA3C","NRP2_PLXNA3",3.59847848558013e-05,0,"SEMA3C_NRP2_PLXNA3","SEMA3C - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","EC","SEMA3D","NRP2_PLXNA2",0.00113082860391713,0,"SEMA3D_NRP2_PLXNA2","SEMA3D - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","MES","SEMA3D","NRP2_PLXNA2",0.000127503488628007,0,"SEMA3D_NRP2_PLXNA2","SEMA3D - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","MES","SEMA3D","NRP2_PLXNA3",8.65149189314622e-05,0,"SEMA3D_NRP2_PLXNA3","SEMA3D - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","EC","SEMA3F","NRP2_PLXNA2",0.00122706045596357,0,"SEMA3F_NRP2_PLXNA2","SEMA3F - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","MES","SEMA3F","NRP2_PLXNA2",0.000138365675341884,0,"SEMA3F_NRP2_PLXNA2","SEMA3F - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","MES","SEMA3F","NRP2_PLXNA3",9.38855643832801e-05,0,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","EC","SEMA3G","NRP2_PLXNA2",0.000274915266881627,0,"SEMA3G_NRP2_PLXNA2","SEMA3G - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","MES","SEMA3G","NRP2_PLXNA2",3.09737712281305e-05,0,"SEMA3G_NRP2_PLXNA2","SEMA3G - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"EC","MES","SEMA3G","NRP2_PLXNA3",2.10159751149571e-05,0,"SEMA3G_NRP2_PLXNA3","SEMA3G - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","EC","SEMA3C","NRP1_NRP2",0.00177670946802796,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","MES","SEMA3C","NRP1_NRP2",0.000513204545668581,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","Mono-Mac","SEMA3C","NRP1_NRP2",0.000274503350120929,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","EC","SEMA3C","PLXND1",0.00199153606482117,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","MES","SEMA3C","PLXND1",0.000565622914471918,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"MES","Mono-Mac","SEMA3C","PLXND1",0.00013489245147028,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"dPCT","dPCT","ADM","CALCRL",2.67310733964983e-06,0.02,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"EC","dPCT","ADM","CALCRL",4.5427893496475e-05,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"MES","dPCT","ADM","CALCRL",5.07147867816764e-06,0.02,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Mono-Mac","dPCT","ADM","CALCRL",3.30215916117355e-05,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Neut","dPCT","ADM","CALCRL",0.000117207555063437,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"dPCT","EC","ADM","CALCRL",0.000870190450650688,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"EC","EC","ADM","CALCRL",0.0145859895611558,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"MES","EC","ADM","CALCRL",0.00164966064418819,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Mono-Mac","EC","ADM","CALCRL",0.0106448464445767,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Neut","EC","ADM","CALCRL",0.0367877598157664,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"dPCT","MES","ADM","CALCRL",4.18250680612906e-05,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"EC","MES","ADM","CALCRL",0.000710347703237495,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"MES","MES","ADM","CALCRL",7.93486616888563e-05,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Mono-Mac","MES","ADM","CALCRL",0.000516446403607874,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Neut","MES","ADM","CALCRL",0.00183082960378546,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"dPCT","Mono-Mac","ADM","CALCRL",2.07612543068336e-06,0.01,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"EC","Mono-Mac","ADM","CALCRL",3.52828725236846e-05,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Mono-Mac","Mono-Mac","ADM","CALCRL",2.5647092337894e-05,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Neut","Mono-Mac","ADM","CALCRL",9.10340586012831e-05,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"B","Neut","ANXA1","FPR2",0.000436060530085659,0,"ANXA1_FPR2","ANXA1 - FPR2","ANNEXIN","Secreted Signaling","PMID: 23230437"
"dPCT","Neut","ANXA1","FPR2",0.005017828608231,0,"ANXA1_FPR2","ANXA1 - FPR2","ANNEXIN","Secreted Signaling","PMID: 23230437"
"EC","Neut","ANXA1","FPR2",0.0308520817864389,0,"ANXA1_FPR2","ANXA1 - FPR2","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mast","Neut","ANXA1","FPR2",0.0853851219930487,0,"ANXA1_FPR2","ANXA1 - FPR2","ANNEXIN","Secreted Signaling","PMID: 23230437"
"MES","Neut","ANXA1","FPR2",0.0141906955860278,0,"ANXA1_FPR2","ANXA1 - FPR2","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mono-Mac","Neut","ANXA1","FPR2",0.0380609171722273,0,"ANXA1_FPR2","ANXA1 - FPR2","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Neut","Neut","ANXA1","FPR2",0.00295558791251744,0,"ANXA1_FPR2","ANXA1 - FPR2","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Plasma","Neut","ANXA1","FPR2",0.000744480851734058,0,"ANXA1_FPR2","ANXA1 - FPR2","ANNEXIN","Secreted Signaling","PMID: 23230437"
"T","Neut","ANXA1","FPR2",0.0458800040561276,0,"ANXA1_FPR2","ANXA1 - FPR2","ANNEXIN","Secreted Signaling","PMID: 23230437"
"B","Mono-Mac","ANXA1","FPR1",4.56142749323191e-05,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"dPCT","Mono-Mac","ANXA1","FPR1",0.000527055020838686,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"EC","Mono-Mac","ANXA1","FPR1",0.00331768802852617,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mast","Mono-Mac","ANXA1","FPR1",0.00966739375150635,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"MES","Mono-Mac","ANXA1","FPR1",0.00150294105823293,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mono-Mac","Mono-Mac","ANXA1","FPR1",0.0041202443393973,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Neut","Mono-Mac","ANXA1","FPR1",0.000309869741831588,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Plasma","Mono-Mac","ANXA1","FPR1",7.78982196888619e-05,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"T","Mono-Mac","ANXA1","FPR1",0.00500295537061714,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"B","Neut","ANXA1","FPR1",0.00121535723462728,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"dPCT","Neut","ANXA1","FPR1",0.0138717048820557,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"EC","Neut","ANXA1","FPR1",0.081553769423896,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mast","Neut","ANXA1","FPR1",0.206600647887999,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"MES","Neut","ANXA1","FPR1",0.038602006409456,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mono-Mac","Neut","ANXA1","FPR1",0.0993944622767881,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Neut","Neut","ANXA1","FPR1",0.00820066529237234,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Plasma","Neut","ANXA1","FPR1",0.00207382109708767,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"T","Neut","ANXA1","FPR1",0.118264565445054,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"EC","MES","GAS6","AXL",0.017328434282635,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"MES","MES","GAS6","AXL",0.00660968366194483,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Mono-Mac","MES","GAS6","AXL",0.00102379494873696,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Plasma","MES","GAS6","AXL",0.00386618483089089,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"EC","Mono-Mac","GAS6","AXL",0.00716424262554093,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"MES","Mono-Mac","GAS6","AXL",0.002715325131389,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Mono-Mac","Mono-Mac","GAS6","AXL",0.000419196537763485,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Plasma","Mono-Mac","GAS6","AXL",0.00158568774103416,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"EC","MES","GAS6","MERTK",0.00194139438160461,0,"GAS6_MERTK","GAS6 - MERTK","GAS","Secreted Signaling","PMID: 27801848"
"MES","MES","GAS6","MERTK",0.000733413515693062,0,"GAS6_MERTK","GAS6 - MERTK","GAS","Secreted Signaling","PMID: 27801848"
"Mono-Mac","MES","GAS6","MERTK",0.000113035676012865,0,"GAS6_MERTK","GAS6 - MERTK","GAS","Secreted Signaling","PMID: 27801848"
"Plasma","MES","GAS6","MERTK",0.000427942901780316,0,"GAS6_MERTK","GAS6 - MERTK","GAS","Secreted Signaling","PMID: 27801848"
"B","dPCT","GRN","SORT1",7.41883928285925e-05,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"dPCT","dPCT","GRN","SORT1",0.000589742988986415,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"EC","dPCT","GRN","SORT1",0.00190047800461777,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"MES","dPCT","GRN","SORT1",0.000639343479248449,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"Mono-Mac","dPCT","GRN","SORT1",0.00285238158441972,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"Neut","dPCT","GRN","SORT1",0.000263261530250471,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"PCT","dPCT","GRN","SORT1",6.09439921921819e-05,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"Plasma","dPCT","GRN","SORT1",0.0014693537975637,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"dPCT","EC","GRN","SORT1",0.00023724143211114,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"EC","EC","GRN","SORT1",0.000765122867002918,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"MES","EC","GRN","SORT1",0.000257202315421747,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"Mono-Mac","EC","GRN","SORT1",0.00114900910446939,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"Neut","EC","GRN","SORT1",0.000105884004977796,0.04,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"Plasma","EC","GRN","SORT1",0.000591401824953364,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
