exposure,nsnp,b,se,or,or_lci95,or_uci95,pval
ALDH2,15,-0.4022370356240868,0.18262386322591956,0.6688221922139435,0.4675823446164572,0.9566724020873585,0.027626927279496227
FN1,3,1.021210863996593,0.4075286640898637,2.7765547594977997,1.2491392103524765,6.171655063421252,0.012215305555282718
